id,sku,name,description,category_id,uom_id,image_url,list_price,cost_price,reorder_level,reorder_quantity,supplier_lead_time_days,status,barcode,created_at,updated_at,is_deleted
149,SKU-00149,Ultra Switch 406L,High-quality Switch for SmartHome applications.,9,2,,2295.58,958.45,46,25,19,active,206900425531,2025-01-20 18:25:37,2024-05-04 04:01:41,false
150,SKU-00150,Smart Plug 455R,High-quality Plug for SmartHome applications.,10,6,,4512.25,1709.86,10,157,28,active,290999338165,2024-03-06 05:52:42,2025-11-04 09:36:12,false
151,SKU-00151,Advanced Speaker 659W,High-quality Speaker for SmartHome applications.,11,6,,2218.67,1623.29,27,104,24,active,575344370054,2025-10-31 22:31:25,2025-10-26 13:46:11,false
152,SKU-00152,Mini Plug 526Y,High-quality Plug for SmartHome applications.,12,1,,4188.02,1181.61,20,55,7,discontinued,587325437914,2025-10-01 05:39:56,2026-03-16 18:03:52,false
153,SKU-00153,Premium Router 895O,High-quality Router for SmartHome applications.,13,6,,3930.67,2675.58,39,58,24,active,980340459920,2024-08-05 16:50:11,2025-07-04 22:35:45,false
154,SKU-00154,Plus TV 479C,High-quality TV for SmartHome applications.,14,5,,3200.55,2296.59,6,54,27,discontinued,157203380672,2025-11-01 21:07:05,2025-03-19 13:37:09,false
155,SKU-00155,Mini Bulb 785J,High-quality Bulb for SmartHome applications.,15,6,,2184.98,960.91,26,62,17,active,433349676791,2025-09-14 10:21:39,2025-06-08 22:25:33,false
156,SKU-00156,Plus Bulb 817C,High-quality Bulb for SmartHome applications.,16,5,,550.51,437.83,32,75,17,active,948381050925,2025-06-05 01:28:37,2025-05-23 23:17:47,false
157,SKU-00157,Premium TV 927F,High-quality TV for SmartHome applications.,17,3,,1353.29,586.32,39,58,19,active,157245172752,2025-01-23 10:22:41,2024-06-17 03:27:11,false
158,SKU-00158,Eco Plug 210S,High-quality Plug for SmartHome applications.,18,2,,1722.1,451.61,29,136,8,active,452428558563,2025-05-21 22:20:14,2025-01-01 19:06:39,false
159,SKU-00159,Plus Sensor 829O,High-quality Sensor for SmartHome applications.,19,4,,2204.4,1661.95,26,27,29,active,762359065721,2024-06-06 04:26:52,2024-12-16 03:11:02,false
160,SKU-00160,Advanced Camera 279T,High-quality Camera for SmartHome applications.,20,6,,3133.03,747.91,13,146,9,discontinued,844756536031,2024-02-16 20:20:10,2024-07-28 17:52:01,false
161,SKU-00161,Plus Strip 242B,High-quality Strip for SmartHome applications.,1,6,,1359.68,448.08,46,42,15,discontinued,826300607368,2024-03-16 14:46:13,2024-02-28 23:46:07,false
162,SKU-00162,Advanced Router 293E,High-quality Router for SmartHome applications.,2,6,,2791.1,1695.24,37,32,15,active,291861096484,2025-02-09 15:42:56,2025-07-04 16:03:03,false
163,SKU-00163,Mini Speaker 837K,High-quality Speaker for SmartHome applications.,3,4,,1571.87,663.96,28,22,29,discontinued,541016153561,2025-01-27 18:21:44,2025-02-02 18:05:49,false
164,SKU-00164,Smart Meter 650D,High-quality Meter for SmartHome applications.,4,5,,3337.75,2085.55,24,54,12,discontinued,604075528113,2025-03-09 11:53:29,2024-07-10 04:23:34,false
165,SKU-00165,Ultra Speaker 200W,High-quality Speaker for SmartHome applications.,5,3,,2719.63,1963.48,18,158,20,active,724528697482,2025-08-21 19:08:53,2024-01-07 20:00:12,false
166,SKU-00166,Smart Switch 890Z,High-quality Switch for SmartHome applications.,6,6,,3325.27,2747,31,24,16,active,630959851310,2026-01-21 07:27:19,2024-07-27 17:52:24,false
167,SKU-00167,Eco TV 492Q,High-quality TV for SmartHome applications.,7,5,,1524.61,738.32,25,150,12,active,994311772180,2025-09-08 12:58:51,2025-08-03 03:42:46,false
168,SKU-00168,Elite Meter 460T,High-quality Meter for SmartHome applications.,8,3,,2246.69,360.16,12,71,28,active,678807962910,2025-04-04 22:49:51,2024-01-06 18:53:47,false
169,SKU-00169,Plus Sensor 426Q,High-quality Sensor for SmartHome applications.,9,6,,2342.97,1680.17,7,76,27,active,135104408711,2025-06-23 11:28:32,2026-01-10 06:56:22,false
170,SKU-00170,Ultra Plug 366R,High-quality Plug for SmartHome applications.,10,2,,4379.83,1120.74,37,35,27,active,677427604712,2024-12-11 12:41:44,2025-01-25 08:16:53,false
171,SKU-00171,Mini TV 534U,High-quality TV for SmartHome applications.,11,2,,2695.76,1276.16,40,126,10,active,937309231329,2024-06-19 14:48:52,2025-04-05 12:23:32,false
172,SKU-00172,Eco Strip 117X,High-quality Strip for SmartHome applications.,12,4,,3444.81,453.94,22,23,8,active,526513101888,2025-08-16 11:52:39,2024-11-14 05:56:44,false
173,SKU-00173,Eco Router 848R,High-quality Router for SmartHome applications.,13,6,,2224.23,1252.29,37,198,25,active,222440537149,2024-01-23 01:55:14,2025-01-14 23:16:50,false
174,SKU-00174,Plus TV 376Q,High-quality TV for SmartHome applications.,14,1,,4876.22,1676.43,28,196,24,active,318316272895,2025-02-07 20:34:57,2025-02-14 02:59:52,false
175,SKU-00175,Eco Strip 133R,High-quality Strip for SmartHome applications.,15,1,,987.01,511.56,29,81,21,discontinued,460662280391,2024-08-18 13:03:25,2025-09-24 09:16:26,false
176,SKU-00176,Mini Lock 290N,High-quality Lock for SmartHome applications.,16,1,,4760.46,1008.67,15,77,10,discontinued,318979284827,2025-03-01 09:32:05,2024-07-03 01:11:25,false
177,SKU-00177,Mini TV 566K,High-quality TV for SmartHome applications.,17,6,,3366.67,1502.22,39,189,10,active,242201098386,2024-04-15 13:55:19,2026-03-15 10:07:51,false
178,SKU-00178,Eco Strip 884S,High-quality Strip for SmartHome applications.,18,3,,876.18,699.95,5,191,19,active,148826022300,2024-02-02 14:36:12,2025-04-17 18:35:58,false
179,SKU-00179,Elite Sensor 508I,High-quality Sensor for SmartHome applications.,19,4,,2412.98,1992.4,40,22,25,discontinued,541167750484,2024-01-31 07:33:32,2025-10-22 04:04:33,false
180,SKU-00180,Smart Meter 478K,High-quality Meter for SmartHome applications.,20,1,,3039.38,572.86,41,128,22,active,682446151143,2024-05-11 20:37:04,2025-09-29 07:56:00,false
181,SKU-00181,Pro Thermostat 809V,High-quality Thermostat for SmartHome applications.,1,1,,1678.37,1320.34,21,169,7,active,592090253969,2025-10-28 19:41:20,2025-09-25 07:47:12,false
182,SKU-00182,Plus Hub 547L,High-quality Hub for SmartHome applications.,2,6,,4334.05,2023.54,33,71,16,discontinued,518849021179,2025-05-04 03:45:43,2025-06-08 19:36:36,false
183,SKU-00183,Advanced Doorbell 554F,High-quality Doorbell for SmartHome applications.,3,3,,1564.49,1100.53,33,147,23,discontinued,570849444339,2026-03-01 01:08:44,2025-03-17 13:39:36,false
184,SKU-00184,Mini Speaker 492B,High-quality Speaker for SmartHome applications.,4,3,,4352.92,1817.06,14,103,14,active,216533437223,2025-05-08 09:09:36,2026-02-24 17:32:54,false
185,SKU-00185,Plus Router 165L,High-quality Router for SmartHome applications.,5,5,,1372.86,737.16,6,178,12,discontinued,481482935926,2025-04-11 18:17:01,2026-04-27 03:10:21,false
186,SKU-00186,Basic Switch 606W,High-quality Switch for SmartHome applications.,6,1,,2562.11,644.81,25,139,25,discontinued,978551211867,2025-09-24 14:48:09,2025-10-25 22:13:19,false
187,SKU-00187,Mini Sensor 455P,High-quality Sensor for SmartHome applications.,7,6,,4890.36,1925.19,21,129,14,active,905890215607,2026-01-12 09:57:48,2025-11-08 02:59:58,false
188,SKU-00188,Ultra Strip 905T,High-quality Strip for SmartHome applications.,8,6,,4271.69,631.66,17,65,9,active,266048206895,2024-01-12 01:02:38,2024-03-06 10:32:32,false
189,SKU-00189,Mini Meter 158C,High-quality Meter for SmartHome applications.,9,2,,3229.71,637.87,29,125,18,active,745497048345,2026-04-24 02:25:59,2025-09-24 20:56:23,false
190,SKU-00190,Smart Lock 213D,High-quality Lock for SmartHome applications.,10,3,,4535.48,2004.68,23,177,14,active,233479606284,2025-12-29 16:18:17,2025-02-17 11:16:01,false
191,SKU-00191,Eco Doorbell 616Z,High-quality Doorbell for SmartHome applications.,11,2,,3055.73,939.94,15,98,24,active,172041518392,2026-05-05 18:38:35,2024-11-27 10:28:14,false
192,SKU-00192,Smart Router 650Q,High-quality Router for SmartHome applications.,12,5,,2693.94,427.96,41,130,19,discontinued,252274727413,2025-12-09 08:02:09,2026-02-02 17:22:36,false
193,SKU-00193,Plus Speaker 904K,High-quality Speaker for SmartHome applications.,13,5,,3745.67,1491.51,8,104,26,discontinued,564183256479,2024-12-22 08:10:47,2024-03-27 23:03:18,false
194,SKU-00194,Premium Plug 373I,High-quality Plug for SmartHome applications.,14,3,,4415.36,2514.69,49,178,21,active,200299376147,2025-02-05 09:05:18,2025-12-08 11:30:38,false
195,SKU-00195,Advanced Sensor 994M,High-quality Sensor for SmartHome applications.,15,2,,3929.12,2160.88,38,46,10,active,652515871919,2025-10-24 09:37:28,2026-01-25 08:22:30,false
196,SKU-00196,Elite Bulb 978Y,High-quality Bulb for SmartHome applications.,16,4,,4819.55,426.58,14,167,28,active,863344154745,2026-04-02 05:30:48,2024-02-06 08:00:44,false
197,SKU-00197,Premium Plug 242J,High-quality Plug for SmartHome applications.,17,4,,3050.47,2485.45,6,70,13,active,412904803018,2024-12-22 09:21:35,2025-09-05 21:21:04,false
198,SKU-00198,Premium Thermostat 311S,High-quality Thermostat for SmartHome applications.,18,1,,742.88,451.83,23,87,9,active,594121339589,2024-03-04 10:23:35,2024-11-11 00:18:47,false
199,SKU-00199,Smart Doorbell 703E,High-quality Doorbell for SmartHome applications.,19,6,,2283.78,1625.04,8,194,22,discontinued,927743278625,2025-09-18 23:59:54,2024-10-15 04:50:34,false
200,SKU-00200,Premium Speaker 767P,High-quality Speaker for SmartHome applications.,20,3,,3470.97,1850.66,36,81,23,active,726463187861,2024-05-08 02:57:52,2025-07-02 16:21:20,false
201,SKU-00201,Advanced TV 248H,High-quality TV for SmartHome applications.,1,2,,1964.33,801.6,36,148,14,discontinued,479850884185,2024-05-28 07:53:55,2025-10-04 10:34:38,false
202,SKU-00202,Elite Router 514E,High-quality Router for SmartHome applications.,2,1,,3148.29,1904.11,25,149,11,active,832411217275,2025-05-15 20:53:32,2024-05-16 07:11:15,false
203,SKU-00203,Premium Sensor 673E,High-quality Sensor for SmartHome applications.,3,1,,3612.46,2843.8,25,83,17,active,434500061402,2025-07-07 03:48:12,2025-02-08 15:24:26,false
204,SKU-00204,Basic Camera 989N,High-quality Camera for SmartHome applications.,4,2,,2848.96,1409.78,48,183,11,discontinued,758795089244,2024-08-07 03:54:43,2024-06-28 16:12:24,false
205,SKU-00205,Premium Router 575M,High-quality Router for SmartHome applications.,5,1,,1674.98,742.39,19,189,22,active,526899252706,2024-05-25 22:10:04,2025-02-07 23:26:30,false
206,SKU-00206,Ultra Plug 582N,High-quality Plug for SmartHome applications.,6,3,,4998.4,1984.37,32,180,22,active,226320803475,2024-07-09 14:26:31,2026-04-25 02:21:38,false
207,SKU-00207,Premium Hub 348I,High-quality Hub for SmartHome applications.,7,1,,2542.14,1685.44,15,199,9,active,119450543306,2025-11-05 12:25:15,2025-04-01 17:07:33,false
208,SKU-00208,Mini Strip 342Q,High-quality Strip for SmartHome applications.,8,1,,3888.26,2691.66,47,151,8,active,419922416502,2025-12-26 19:02:49,2025-04-20 00:59:56,false
209,SKU-00209,Elite Camera 976O,High-quality Camera for SmartHome applications.,9,1,,3241.49,2914.54,28,113,11,active,481779948252,2025-10-19 14:50:56,2026-04-26 09:32:20,false
210,SKU-00210,Plus Lock 112K,High-quality Lock for SmartHome applications.,10,4,,3818.91,2840.37,7,33,19,discontinued,973978884974,2026-02-25 07:52:16,2024-01-07 23:12:03,false
211,SKU-00211,Smart Meter 246T,High-quality Meter for SmartHome applications.,11,2,,4177.66,1521,48,22,22,active,598471779055,2025-12-20 02:17:29,2024-03-02 08:29:26,false
212,SKU-00212,Premium Doorbell 605Y,High-quality Doorbell for SmartHome applications.,12,1,,3449.78,1209.69,8,53,17,discontinued,262511474438,2025-03-09 16:38:10,2025-04-25 02:06:31,false
213,SKU-00213,Mini Meter 575C,High-quality Meter for SmartHome applications.,13,5,,3480.97,1237.37,29,104,10,active,762176215308,2025-01-01 22:16:56,2024-10-12 22:20:50,false
214,SKU-00214,Plus Meter 366Q,High-quality Meter for SmartHome applications.,14,6,,4814.25,1220.75,26,33,8,active,622363967444,2025-02-02 03:54:38,2025-03-08 16:23:15,false
215,SKU-00215,Ultra Plug 385W,High-quality Plug for SmartHome applications.,15,2,,2178.47,1757.5,37,117,18,active,741894029560,2025-10-01 21:18:18,2024-10-13 02:38:16,false
216,SKU-00216,Eco Thermostat 239G,High-quality Thermostat for SmartHome applications.,16,5,,3685.08,2425.14,25,94,23,discontinued,985371841435,2024-09-02 07:02:23,2025-03-19 22:38:34,false
217,SKU-00217,Plus Doorbell 960C,High-quality Doorbell for SmartHome applications.,17,1,,1708.39,1379.92,49,93,13,active,970074126620,2024-04-11 07:24:21,2024-12-07 13:22:29,false
218,SKU-00218,Elite Doorbell 275U,High-quality Doorbell for SmartHome applications.,18,1,,875.43,504.38,48,20,16,active,997796373608,2025-04-10 18:50:48,2024-03-10 06:30:51,false
219,SKU-00219,Eco TV 154K,High-quality TV for SmartHome applications.,19,5,,3350.41,2162.73,21,69,28,active,550495676076,2024-01-20 18:05:04,2024-11-07 05:19:20,false
220,SKU-00220,Advanced Meter 850P,High-quality Meter for SmartHome applications.,20,4,,3378.02,1703.92,31,142,29,active,242698848353,2024-06-10 09:58:29,2024-10-07 12:43:28,false
221,SKU-00221,Premium Doorbell 793O,High-quality Doorbell for SmartHome applications.,1,3,,760.29,480.37,40,96,17,discontinued,431381963618,2024-07-03 05:33:43,2026-02-19 14:51:47,false
222,SKU-00222,Ultra Sensor 289R,High-quality Sensor for SmartHome applications.,2,1,,2868.17,2548.99,9,57,17,active,457836338337,2024-01-09 01:28:20,2025-10-11 07:52:15,false
223,SKU-00223,Mini Thermostat 826H,High-quality Thermostat for SmartHome applications.,3,3,,627.15,327.7,29,150,15,active,978896484910,2026-03-30 04:52:43,2024-02-13 11:20:52,false
224,SKU-00224,Eco Router 939T,High-quality Router for SmartHome applications.,4,3,,3664.63,1608.81,36,137,13,active,577397753852,2024-02-23 09:15:52,2024-10-29 08:37:40,false
225,SKU-00225,Eco Camera 307M,High-quality Camera for SmartHome applications.,5,5,,1377.61,696.2,28,119,11,active,554843098351,2026-01-09 10:00:07,2024-11-03 21:55:12,false
226,SKU-00226,Basic Meter 368S,High-quality Meter for SmartHome applications.,6,5,,3614.65,2380.91,15,34,28,active,125895806384,2025-10-28 07:33:49,2024-09-10 16:06:20,false
227,SKU-00227,Basic Meter 365A,High-quality Meter for SmartHome applications.,7,2,,3020.46,359.74,5,92,11,discontinued,843771415039,2024-09-28 04:20:34,2024-01-15 20:33:41,false
228,SKU-00228,Plus TV 829J,High-quality TV for SmartHome applications.,8,4,,2705.82,2101.01,46,31,21,active,587407808817,2026-04-10 22:38:32,2025-09-08 21:26:48,false
229,SKU-00229,Pro Bulb 225M,High-quality Bulb for SmartHome applications.,9,6,,3529.24,2738.55,10,157,16,active,910523653349,2026-04-24 10:54:54,2024-11-15 11:44:31,false
230,SKU-00230,Elite Speaker 698T,High-quality Speaker for SmartHome applications.,10,3,,4477.27,2011.67,24,127,25,active,341304777690,2025-05-06 18:58:43,2026-02-07 14:15:56,false
231,SKU-00231,Pro Router 297M,High-quality Router for SmartHome applications.,11,4,,4840.21,1092.8,30,89,21,discontinued,123955916516,2024-04-20 07:12:11,2024-11-22 11:17:38,false
232,SKU-00232,Basic Camera 168S,High-quality Camera for SmartHome applications.,12,2,,3693.45,1607.52,50,200,17,active,589159166953,2024-08-14 23:42:42,2024-02-14 04:57:06,false
233,SKU-00233,Smart Sensor 221M,High-quality Sensor for SmartHome applications.,13,3,,1765.5,835.68,36,58,20,active,776081690046,2026-02-05 02:42:25,2024-04-10 10:25:27,false
234,SKU-00234,Advanced Meter 387F,High-quality Meter for SmartHome applications.,14,1,,2652.23,1705.25,48,150,26,active,213988504019,2024-11-10 16:38:04,2026-02-06 03:04:44,false
235,SKU-00235,Mini Meter 658S,High-quality Meter for SmartHome applications.,15,6,,4581.49,2996.72,15,145,15,active,640024245294,2024-10-22 11:47:18,2025-07-17 05:05:47,false
236,SKU-00236,Eco Speaker 829T,High-quality Speaker for SmartHome applications.,16,2,,4208.57,2192.21,41,91,25,active,214948039109,2025-02-20 08:20:11,2025-08-18 21:07:03,false
237,SKU-00237,Ultra Bulb 468W,High-quality Bulb for SmartHome applications.,17,2,,2622.58,930.32,28,183,23,active,962068939645,2026-01-07 14:03:26,2026-02-01 16:59:30,false
238,SKU-00238,Ultra Speaker 477T,High-quality Speaker for SmartHome applications.,18,1,,3201.38,1276.6,27,57,11,active,477479843684,2026-05-10 02:39:56,2025-07-18 01:24:19,false
239,SKU-00239,Mini Camera 130M,High-quality Camera for SmartHome applications.,19,2,,1201.22,759.57,29,116,16,active,275149618915,2024-02-22 02:18:56,2024-03-30 08:00:35,false
240,SKU-00240,Plus Strip 169D,High-quality Strip for SmartHome applications.,20,1,,4533.45,1840.94,16,27,9,discontinued,350079352428,2025-10-20 13:38:18,2024-08-17 08:53:09,false
241,SKU-00241,Advanced Sensor 719L,High-quality Sensor for SmartHome applications.,1,5,,2765.95,2011.54,39,101,13,discontinued,700021963938,2024-04-17 05:51:27,2025-10-04 16:28:12,false
242,SKU-00242,Premium Bulb 765I,High-quality Bulb for SmartHome applications.,2,3,,3175.62,2357.85,44,109,9,discontinued,324981534987,2025-01-27 20:54:18,2026-04-02 14:28:18,false
243,SKU-00243,Basic Doorbell 238U,High-quality Doorbell for SmartHome applications.,3,2,,1291.57,1090.76,13,129,28,discontinued,916673094932,2025-05-12 23:43:29,2026-01-03 02:04:47,false
244,SKU-00244,Plus Hub 221R,High-quality Hub for SmartHome applications.,4,4,,4684.02,2370.64,39,154,25,active,741197553464,2026-04-17 20:28:44,2025-06-04 14:55:26,false
245,SKU-00245,Advanced Doorbell 690A,High-quality Doorbell for SmartHome applications.,5,5,,1372.37,416.4,20,149,14,active,449439964701,2025-06-09 10:35:50,2026-05-06 23:30:51,false
246,SKU-00246,Smart Camera 386L,High-quality Camera for SmartHome applications.,6,4,,1486.64,790.48,29,82,21,discontinued,692962054917,2026-04-23 23:30:01,2024-05-09 20:35:05,false
247,SKU-00247,Eco TV 617N,High-quality TV for SmartHome applications.,7,3,,1266.35,662.69,37,45,12,active,785003943231,2024-11-12 23:01:30,2024-08-30 22:01:36,false
248,SKU-00248,Elite Camera 192L,High-quality Camera for SmartHome applications.,8,5,,4334.72,1806.88,25,193,25,active,211585626759,2026-04-15 20:10:10,2025-02-16 03:28:35,false
249,SKU-00249,Ultra Meter 811S,High-quality Meter for SmartHome applications.,9,2,,3164.55,2528.19,24,51,9,active,260276048548,2025-08-18 05:35:21,2026-01-07 03:21:55,false
250,SKU-00250,Mini Camera 990F,High-quality Camera for SmartHome applications.,10,6,,4069.76,2825.32,37,93,27,active,633575955073,2025-04-17 04:55:08,2026-02-27 18:55:38,false
251,SKU-00251,Mini Router 511S,High-quality Router for SmartHome applications.,11,3,,2627.89,1453.17,6,187,22,active,460483404765,2025-09-11 02:00:24,2025-12-04 22:04:58,false
252,SKU-00252,Eco Sensor 158B,High-quality Sensor for SmartHome applications.,12,3,,1069.71,300.36,15,29,23,active,755861640945,2026-01-10 02:37:07,2024-10-18 10:27:32,false
253,SKU-00253,Smart Plug 609X,High-quality Plug for SmartHome applications.,13,4,,4392.15,1951.68,36,109,25,active,408524588030,2025-03-18 15:13:24,2024-09-20 18:19:40,false
254,SKU-00254,Plus Hub 239L,High-quality Hub for SmartHome applications.,14,2,,3844.39,2262.17,14,124,12,active,760114369731,2026-05-04 16:50:15,2025-06-22 14:50:04,false
255,SKU-00255,Premium Hub 270V,High-quality Hub for SmartHome applications.,15,1,,2898.12,2351.97,39,175,16,discontinued,960843553297,2024-07-26 20:56:39,2024-11-30 00:42:26,false
256,SKU-00256,Pro Speaker 780Q,High-quality Speaker for SmartHome applications.,16,4,,1884.8,1123.26,41,154,29,discontinued,234000603081,2025-10-10 23:24:45,2026-03-03 03:17:41,false
257,SKU-00257,Mini Speaker 527B,High-quality Speaker for SmartHome applications.,17,2,,4949.35,2029.63,6,100,26,active,106361723833,2025-09-25 03:09:29,2024-06-07 19:32:48,false
258,SKU-00258,Ultra Switch 997X,High-quality Switch for SmartHome applications.,18,6,,2350.98,396.18,38,118,13,discontinued,189930037451,2025-01-11 12:57:12,2024-07-29 12:44:59,false
259,SKU-00259,Mini Speaker 868K,High-quality Speaker for SmartHome applications.,19,6,,911.11,548.79,40,35,18,discontinued,774220146545,2024-04-18 08:28:21,2025-08-14 21:58:05,false
260,SKU-00260,Smart Doorbell 731I,High-quality Doorbell for SmartHome applications.,20,2,,1377.55,1165.94,43,147,7,active,251078499912,2024-05-01 08:11:48,2025-11-13 14:45:21,false
261,SKU-00261,Pro Router 422W,High-quality Router for SmartHome applications.,1,5,,2966.23,1654.14,17,105,13,active,177404158992,2024-03-16 19:59:13,2025-05-30 22:20:25,false
262,SKU-00262,Mini Strip 371A,High-quality Strip for SmartHome applications.,2,6,,2220.5,919.5,5,93,23,active,292945433492,2024-03-01 07:22:13,2024-01-27 03:14:55,false
263,SKU-00263,Smart Plug 982H,High-quality Plug for SmartHome applications.,3,4,,1056.22,475.78,28,122,17,discontinued,928079295015,2026-03-10 06:21:13,2024-12-23 10:00:02,false
264,SKU-00264,Plus Bulb 357J,High-quality Bulb for SmartHome applications.,4,4,,2523.42,1744.23,12,27,14,active,576534115096,2026-02-28 19:07:33,2025-03-08 02:20:59,false
265,SKU-00265,Plus TV 749S,High-quality TV for SmartHome applications.,5,2,,2588.2,505.25,17,102,11,active,839140300334,2026-04-26 07:02:33,2024-08-26 19:26:27,false
266,SKU-00266,Smart Speaker 994N,High-quality Speaker for SmartHome applications.,6,2,,3041.44,753.57,12,103,20,active,366395569515,2025-07-05 19:41:03,2024-01-22 18:44:12,false
267,SKU-00267,Premium Strip 256T,High-quality Strip for SmartHome applications.,7,3,,1828.27,1234.26,39,21,9,active,615641337467,2026-01-24 11:14:39,2024-12-08 20:57:09,false
268,SKU-00268,Eco Meter 222S,High-quality Meter for SmartHome applications.,8,4,,3096.91,398.18,12,87,20,active,292306094740,2025-08-26 10:25:45,2024-03-12 19:01:44,false
269,SKU-00269,Smart Hub 669C,High-quality Hub for SmartHome applications.,9,6,,992.07,560.03,47,196,16,discontinued,173179207915,2025-12-05 09:11:48,2024-09-03 21:31:55,false
270,SKU-00270,Plus Bulb 583I,High-quality Bulb for SmartHome applications.,10,3,,3888.15,803.45,21,167,13,active,691007727050,2024-06-28 01:59:49,2025-02-08 01:02:06,false
271,SKU-00271,Advanced Router 372P,High-quality Router for SmartHome applications.,11,5,,2431.09,1448.66,38,116,29,active,491813629481,2024-05-22 21:21:16,2025-02-20 21:58:47,false
272,SKU-00272,Advanced Camera 377T,High-quality Camera for SmartHome applications.,12,3,,3287.56,1217.34,36,146,12,active,615815589631,2025-11-05 20:19:47,2026-01-16 13:19:11,false
273,SKU-00273,Smart Strip 943X,High-quality Strip for SmartHome applications.,13,2,,1699.98,987.83,26,187,29,active,457917903611,2025-03-02 08:52:45,2025-03-05 04:52:04,false
274,SKU-00274,Mini Hub 693O,High-quality Hub for SmartHome applications.,14,3,,1145.06,432.94,40,108,14,active,780850731417,2025-08-19 14:36:08,2025-04-10 10:58:25,false
275,SKU-00275,Premium Sensor 928P,High-quality Sensor for SmartHome applications.,15,6,,3260.05,568.84,19,68,9,active,660258425989,2025-03-27 10:36:51,2025-07-23 12:18:28,false
276,SKU-00276,Ultra Router 863E,High-quality Router for SmartHome applications.,16,1,,1605.53,873.12,46,185,19,active,921605079847,2024-09-10 16:34:42,2025-04-20 20:53:44,false
277,SKU-00277,Mini Lock 529P,High-quality Lock for SmartHome applications.,17,3,,1324.56,989.97,5,122,13,active,241860365088,2024-03-27 01:14:55,2026-02-20 16:08:27,false
278,SKU-00278,Premium Sensor 536H,High-quality Sensor for SmartHome applications.,18,1,,3058.36,767.17,20,37,11,discontinued,251584817900,2024-09-04 12:37:07,2026-05-11 04:17:37,false
279,SKU-00279,Premium Speaker 535Y,High-quality Speaker for SmartHome applications.,19,3,,2557.89,1725.16,11,33,23,active,786907622161,2025-01-23 10:44:18,2025-06-30 22:47:46,false
280,SKU-00280,Ultra Bulb 360U,High-quality Bulb for SmartHome applications.,20,5,,2972.79,753.19,31,157,21,active,745216831392,2025-09-23 14:27:16,2025-12-05 23:58:36,false
281,SKU-00281,Plus Switch 107Q,High-quality Switch for SmartHome applications.,1,6,,4077.79,2001.82,24,131,17,active,306176709680,2025-04-08 06:51:04,2025-03-26 12:20:56,false
282,SKU-00282,Basic Speaker 759L,High-quality Speaker for SmartHome applications.,2,3,,4768.6,874.5,13,172,13,discontinued,425216537426,2024-08-21 10:45:04,2025-02-26 04:13:52,false
283,SKU-00283,Pro Thermostat 812M,High-quality Thermostat for SmartHome applications.,3,6,,1404.23,616.81,34,105,30,active,727637450822,2025-05-20 15:30:48,2024-01-11 04:01:25,false
284,SKU-00284,Ultra TV 396B,High-quality TV for SmartHome applications.,4,4,,1702.48,1395.88,28,57,26,discontinued,938261015395,2026-03-14 15:34:15,2024-11-05 05:15:43,false
285,SKU-00285,Premium Hub 972W,High-quality Hub for SmartHome applications.,5,6,,2345.11,570.91,34,199,8,active,975721818009,2024-02-25 07:21:44,2026-01-21 04:24:08,false
286,SKU-00286,Pro Meter 760P,High-quality Meter for SmartHome applications.,6,6,,2254.75,953.13,46,188,10,discontinued,569229225988,2025-01-07 00:18:16,2026-01-04 22:51:05,false
287,SKU-00287,Ultra Speaker 600F,High-quality Speaker for SmartHome applications.,7,6,,2505.05,421.49,25,101,20,discontinued,822608536886,2024-06-18 11:29:10,2024-07-09 23:50:10,false
288,SKU-00288,Elite Bulb 539E,High-quality Bulb for SmartHome applications.,8,3,,4225.19,1782.33,18,117,25,active,673083702990,2026-02-28 22:41:12,2025-07-10 19:33:51,false
289,SKU-00289,Pro Switch 325S,High-quality Switch for SmartHome applications.,9,6,,3976.04,352.35,23,174,12,active,853655081948,2024-01-10 19:13:48,2024-06-01 13:31:05,false
290,SKU-00290,Eco Camera 418C,High-quality Camera for SmartHome applications.,10,2,,3695.54,570.72,48,90,20,active,425460706028,2024-12-11 15:17:19,2024-12-03 06:10:00,false
291,SKU-00291,Advanced Lock 276X,High-quality Lock for SmartHome applications.,11,6,,3541.84,1916.93,14,112,19,active,179614694262,2025-04-14 18:25:12,2024-11-14 12:25:51,false
292,SKU-00292,Ultra Plug 814W,High-quality Plug for SmartHome applications.,12,2,,3239.85,1933.3,34,138,15,active,628466884172,2024-02-01 09:10:44,2025-01-06 09:43:05,false
293,SKU-00293,Smart Sensor 246X,High-quality Sensor for SmartHome applications.,13,1,,1508.01,1144.73,17,81,7,active,292237913821,2026-04-02 18:25:27,2024-10-21 21:35:50,false
294,SKU-00294,Advanced Switch 171T,High-quality Switch for SmartHome applications.,14,2,,996.07,416.05,15,158,12,active,768531104468,2024-04-20 03:02:58,2026-02-09 15:49:34,false
295,SKU-00295,Premium Thermostat 697C,High-quality Thermostat for SmartHome applications.,15,2,,639.38,303.81,28,199,22,active,156812320045,2024-02-03 19:35:50,2025-12-12 13:24:28,false
296,SKU-00296,Plus Bulb 855O,High-quality Bulb for SmartHome applications.,16,4,,1482.32,857.79,40,147,16,active,175154894619,2025-07-12 00:34:24,2026-03-20 07:38:38,false
297,SKU-00297,Pro TV 897D,High-quality TV for SmartHome applications.,17,2,,1458.39,570.06,47,180,7,discontinued,781642444581,2026-02-27 03:18:27,2024-01-03 03:27:30,false
