id,sku,name,category_id,uom_id,list_price,cost_price
"416","SKU416","Awesome Steel Chips","18","1","129.60","99.69"
"417","SKU417","Rustic Rubber Bike","9","1","42.37","32.59"
"418","SKU418","Recycled Gold Bike","18","1","391.76","301.35"
"419","SKU419","Luxurious Aluminum Tuna","19","1","436.53","335.79"
"420","SKU420","Elegant Granite Pizza","1","1","446.80","343.69"
"421","SKU421","Refined Cotton Soap","7","1","862.93","663.79"
"422","SKU422","Tasty Bronze Table","3","1","524.41","403.39"
"423","SKU423","Bespoke Aluminum Pizza","9","1","500.18","384.75"
"424","SKU424","Incredible Silk Chair","6","1","511.62","393.55"
"425","SKU425","Luxurious Marble Salad","11","1","744.19","572.45"
"426","SKU426","Awesome Metal Chicken","7","1","1056.32","812.55"
"427","SKU427","Rustic Gold Chicken","13","1","1011.47","778.05"
"428","SKU428","Practical Bamboo Tuna","15","1","1191.78","916.75"
"429","SKU429","Bespoke Aluminum Computer","11","1","370.82","285.25"
"430","SKU430","Generic Rubber Pants","7","1","1216.01","935.39"
"431","SKU431","Handmade Ceramic Salad","11","1","231.85","178.35"
"432","SKU432","Rustic Bamboo Pizza","20","1","340.93","262.25"
"433","SKU433","Handcrafted Granite Hat","15","1","961.29","739.45"
"434","SKU434","Sleek Bamboo Sausages","7","1","561.07","431.59"
"435","SKU435","Tasty Metal Shoes","18","1","922.60","709.69"
"436","SKU436","Incredible Granite Soap","7","1","1244.41","957.24"
"437","SKU437","Oriental Rubber Table","13","1","1021.01","785.39"
"438","SKU438","Rustic Gold Fish","6","1","364.98","280.75"
"439","SKU439","Oriental Aluminum Sausages","4","1","167.25","128.65"
"440","SKU440","Refined Bronze Bacon","13","1","482.55","371.19"
"441","SKU441","Sleek Concrete Salad","3","1","585.98","450.75"
"442","SKU442","Frozen Steel Pizza","5","1","739.92","569.17"
"443","SKU443","Unbranded Rubber Keyboard","15","1","1218.63","937.41"
"444","SKU444","Recycled Silk Shoes","19","1","627.19","482.45"
"445","SKU445","Fantastic Rubber Bike","3","1","897.77","690.59"
"446","SKU446","Soft Rubber Computer","11","1","247.13","190.10"
"447","SKU447","Fantastic Plastic Salad","17","1","276.20","212.46"
"448","SKU448","Intelligent Rubber Hat","18","1","813.92","626.09"
"449","SKU449","Rustic Metal Table","12","1","131.29","100.99"
"450","SKU450","Soft Ceramic Shirt","9","1","183.20","140.92"
"451","SKU451","Modern Wooden Bike","5","1","281.58","216.60"
"452","SKU452","Awesome Metal Hat","1","1","752.95","579.19"
"453","SKU453","Practical Aluminum Car","19","1","714.34","549.49"
"454","SKU454","Elegant Marble Pizza","12","1","774.53","595.79"
"455","SKU455","Luxurious Bamboo Gloves","8","1","434.97","334.59"
"456","SKU456","Awesome Wooden Tuna","6","1","49.01","37.70"
"457","SKU457","Fresh Steel Table","9","1","214.97","165.36"
"458","SKU458","Incredible Granite Chips","2","1","1169.86","899.89"
"459","SKU459","Tasty Bronze Fish","18","1","335.91","258.39"
"460","SKU460","Luxurious Marble Pizza","15","1","725.46","558.05"
"461","SKU461","Fresh Silk Chair","14","1","1130.01","869.24"
"462","SKU462","Licensed Bamboo Chair","7","1","1066.12","820.09"
"463","SKU463","Generic Gold Chair","12","1","432.06","332.35"
"464","SKU464","Awesome Silk Car","10","1","1240.97","954.59"
"465","SKU465","Handmade Concrete Pizza","9","1","659.48","507.29"
"466","SKU466","Licensed Plastic Chair","1","1","1115.66","858.20"
"467","SKU467","Ergonomic Marble Salad","15","1","192.91","148.39"
"468","SKU468","Licensed Ceramic Chips","8","1","830.71","639.01"
"469","SKU469","Handcrafted Granite Pizza","16","1","194.94","149.95"
"470","SKU470","Fresh Cotton Chair","11","1","84.62","65.09"
"471","SKU471","Bespoke Wooden Tuna","10","1","1021.74","785.95"
"472","SKU472","Unbranded Wooden Cheese","3","1","241.53","185.79"
"473","SKU473","Licensed Rubber Hat","19","1","436.74","335.95"
"474","SKU474","Frozen Bamboo Table","19","1","889.84","684.49"
"475","SKU475","Unbranded Cotton Fish","18","1","43.41","33.39"
"476","SKU476","Small Marble Computer","1","1","859.24","660.95"
"477","SKU477","Sleek Granite Computer","16","1","197.59","151.99"
"478","SKU478","Practical Metal Cheese","14","1","389.42","299.55"
"479","SKU479","Small Gold Keyboard","20","1","481.19","370.15"
"480","SKU480","Fresh Metal Mouse","20","1","795.34","611.80"
"481","SKU481","Luxurious Gold Bike","12","1","1278.82","983.71"
"482","SKU482","Oriental Concrete Chair","14","1","1280.17","984.75"
"483","SKU483","Frozen Ceramic Shirt","17","1","1030.76","792.89"
"484","SKU484","Soft Cotton Tuna","8","1","568.72","437.48"
"485","SKU485","Tasty Gold Bacon","8","1","392.98","302.29"
"486","SKU486","Licensed Plastic Fish","5","1","753.08","579.29"
"487","SKU487","Electronic Aluminum Shoes","10","1","770.96","593.05"
"488","SKU488","Bespoke Silk Salad","2","1","1112.79","855.99"
"489","SKU489","Fresh Bamboo Shoes","16","1","208.38","160.29"
"490","SKU490","Oriental Gold Gloves","8","1","108.80","83.69"
"491","SKU491","Fresh Gold Keyboard","19","1","616.78","474.45"
"492","SKU492","Ergonomic Plastic Pizza","10","1","311.21","239.39"
"493","SKU493","Gorgeous Rubber Cheese","3","1","719.36","553.35"
"494","SKU494","Ergonomic Metal Tuna","8","1","517.78","398.29"
"495","SKU495","Bespoke Plastic Hat","20","1","1002.11","770.85"
"496","SKU496","Fresh Cotton Car","10","1","157.63","121.25"
"497","SKU497","Small Ceramic Gloves","1","1","1224.99","942.30"
"498","SKU498","Frozen Cotton Pizza","10","1","375.83","289.10"
"499","SKU499","Small Silk Shirt","15","1","417.42","321.09"
"500","SKU500","Incredible Gold Salad","15","1","1082.63","832.79"
